temperatureMax,temperatureMaxTime,windBearing,icon,dewPoint,temperatureMinTime,cloudCover,windSpeed,pressure,apparentTemperatureMinTime,apparentTemperatureHigh,precipType,visibility,humidity,apparentTemperatureHighTime,apparentTemperatureLow,apparentTemperatureMax,uvIndex,time,sunsetTime,temperatureLow,temperatureMin,temperatureHigh,sunriseTime,temperatureHighTime,uvIndexTime,summary,temperatureLowTime,apparentTemperatureMin,apparentTemperatureMaxTime,apparentTemperatureLowTime,moonPhase
11.96,11-11-11 23:00,123,fog,9.4,11-11-11 7:00,0.79,3.88,1016.08,11-11-11 7:00,10.87,rain,3.3,0.95,11-11-11 19:00,10.87,11.96,1,11-11-11 0:00,11-11-11 16:19,10.87,8.85,10.87,11-11-11 7:12,11-11-11 19:00,11-11-11 11:00,Foggy until afternoon.,11-11-11 19:00,6.48,11-11-11 23:00,11-11-11 19:00,0.52
8.59,11-12-11 14:00,198,partly-cloudy-day,4.49,11-12-11 1:00,0.56,3.94,1007.71,11-12-11 2:00,5.62,rain,12.09,0.88,11-12-11 19:00,-0.64,5.72,1,11-12-11 0:00,11-12-11 15:52,3.09,2.48,8.59,11-12-11 7:57,11-12-11 14:00,11-12-11 12:00,Partly cloudy throughout the day.,12-12-11 7:00,0.11,11-12-11 20:00,12-12-11 8:00,0.53
10.33,27-12-11 2:00,225,partly-cloudy-day,5.47,27-12-11 23:00,0.85,3.54,1032.76,27-12-11 22:00,10.33,rain,13.39,0.74,27-12-11 14:00,5.52,10.33,0,27-12-11 0:00,27-12-11 15:57,8.03,8.03,10.33,27-12-11 8:07,27-12-11 14:00,27-12-11 0:00,Mostly cloudy throughout the day.,27-12-11 23:00,5.59,27-12-11 2:00,28-12-11 0:00,0.1
8.07,02-12-11 23:00,232,wind,3.69,02-12-11 7:00,0.32,3,1012.12,02-12-11 7:00,5.33,rain,11.89,0.87,02-12-11 12:00,3.26,5.33,1,02-12-11 0:00,02-12-11 15:56,6.33,2.56,7.36,02-12-11 7:46,02-12-11 12:00,02-12-11 10:00,Partly cloudy throughout the day and breezy overnight.,02-12-11 19:00,0.46,02-12-11 12:00,02-12-11 19:00,0.25
8.22,24-12-11 23:00,252,partly-cloudy-night,2.79,24-12-11 7:00,0.37,4.46,1028.17,24-12-11 7:00,5.02,rain,13.16,0.8,24-12-11 15:00,4.37,5.32,1,24-12-11 0:00,24-12-11 15:55,7.45,3.17,7.93,24-12-11 8:06,24-12-11 15:00,24-12-11 13:00,Mostly cloudy throughout the day.,24-12-11 19:00,-0.51,24-12-11 23:00,24-12-11 20:00,0.99
7.97,15-12-11 14:00,234,wind,2.41,15-12-11 0:00,0.42,4.71,996.75,15-12-11 0:00,4.25,rain,12.79,0.77,15-12-11 14:00,-2.58,4.38,1,15-12-11 0:00,15-12-11 15:52,1.8,4.08,7.97,15-12-11 8:00,15-12-11 14:00,15-12-11 11:00,Partly cloudy throughout the day and breezy in the morning.,16-12-11 8:00,1.07,15-12-11 21:00,16-12-11 8:00,0.66
13.19,19-11-11 14:00,117,fog,8.12,19-11-11 23:00,0.26,2.37,1016.8,19-11-11 8:00,13.19,rain,6.63,0.92,19-11-11 14:00,4.76,13.19,1,19-11-11 0:00,19-11-11 16:08,4.76,7.48,13.19,19-11-11 7:26,19-11-11 14:00,19-11-11 10:00,Foggy starting in the evening.,20-11-11 8:00,5.98,19-11-11 14:00,20-11-11 8:00,0.79
8.32,16-11-11 23:00,117,fog,5.58,16-11-11 7:00,0.81,2.36,1017.4,16-11-11 4:00,6.64,rain,3.69,0.93,16-11-11 14:00,4.68,7.14,1,16-11-11 0:00,16-11-11 16:12,6.93,5.19,8.18,16-11-11 7:20,16-11-11 14:00,16-11-11 11:00,Foggy starting in the evening.,16-11-11 19:00,2.93,16-11-11 23:00,16-11-11 19:00,0.68
9.82,12-12-11 23:00,221,wind,4.1,12-12-11 7:00,0.38,5.02,1002.47,12-12-11 8:00,5.18,rain,12.05,0.84,12-12-11 16:00,2.71,5.94,1,12-12-11 0:00,12-12-11 15:52,6.88,3.09,8.53,12-12-11 7:58,12-12-11 19:00,12-12-11 11:00,Partly cloudy throughout the day and breezy starting in the evening.,13-12-11 8:00,-0.64,12-12-11 23:00,13-12-11 8:00,0.56
9.71,20-11-11 14:00,115,fog,6.62,20-11-11 8:00,0.41,1.24,1018.82,20-11-11 8:00,9.54,rain,2.64,0.96,20-11-11 15:00,5.95,9.54,1,20-11-11 0:00,20-11-11 16:07,7.1,4.76,9.71,20-11-11 7:27,20-11-11 14:00,20-11-11 10:00,Foggy in the morning.,21-11-11 2:00,4.76,20-11-11 15:00,21-11-11 1:00,0.82
11.31,08-11-11 0:00,101,fog,9.12,08-11-11 9:00,0.83,2.4,1014.61,08-11-11 8:00,10.57,rain,4.31,0.92,08-11-11 16:00,9.11,11.31,1,08-11-11 0:00,08-11-11 16:24,9.73,9.37,10.57,08-11-11 7:06,08-11-11 16:00,08-11-11 10:00,Foggy in the morning.,08-11-11 21:00,7.85,08-11-11 0:00,08-11-11 21:00,0.43
9.11,04-12-11 13:00,254,partly-cloudy-day,4.87,04-12-11 23:00,0.36,4.31,1001.15,04-12-11 23:00,6.66,rain,13.36,0.82,04-12-11 14:00,-1.69,6.66,1,04-12-11 0:00,04-12-11 15:55,2.81,4.69,9.11,04-12-11 7:48,04-12-11 13:00,04-12-11 10:00,Partly cloudy until evening.,05-12-11 8:00,1.03,04-12-11 14:00,05-12-11 8:00,0.31
4.68,16-12-11 0:00,315,partly-cloudy-day,1.6,16-12-11 8:00,0.7,3.71,988.1,16-12-11 10:00,0.23,rain,10.96,0.88,16-12-11 15:00,-3.56,0.99,1,16-12-11 0:00,16-12-11 15:52,0.24,1.8,4.53,16-12-11 8:01,16-12-11 15:00,16-12-11 11:00,Mostly cloudy throughout the day.,17-12-11 8:00,-2.65,16-12-11 0:00,17-12-11 8:00,0.7
15.57,01-11-11 15:00,208,partly-cloudy-day,10.13,01-11-11 22:00,0.36,2.45,1009.46,01-11-11 22:00,15.57,rain,12.68,0.84,01-11-11 15:00,7.33,15.57,1,01-11-11 0:00,01-11-11 16:36,8.88,9.68,15.57,01-11-11 6:54,01-11-11 15:00,01-11-11 10:00,Partly cloudy until evening.,02-11-11 3:00,9.01,01-11-11 15:00,02-11-11 3:00,0.21
12.91,26-12-11 13:00,236,partly-cloudy-day,8.88,26-12-11 21:00,0.81,5.44,1033.14,26-12-11 21:00,12.91,rain,13.23,0.84,26-12-11 13:00,6.91,12.91,1,26-12-11 0:00,26-12-11 15:57,9.79,9.82,12.91,26-12-11 8:06,26-12-11 13:00,26-12-11 12:00,Mostly cloudy throughout the day.,27-12-11 8:00,6.91,26-12-11 13:00,26-12-11 21:00,0.07
12.58,28-11-11 23:00,190,partly-cloudy-night,4.39,28-11-11 5:00,0.56,2.34,1022.8,28-11-11 5:00,10.27,rain,11.84,0.86,28-11-11 19:00,10.27,12.58,1,28-11-11 0:00,28-11-11 15:59,10.27,1.31,10.27,28-11-11 7:40,28-11-11 19:00,28-11-11 11:00,Mostly cloudy throughout the day.,28-11-11 19:00,1.31,28-11-11 23:00,28-11-11 19:00,0.12
7.68,09-12-11 13:00,255,partly-cloudy-day,0.41,09-12-11 23:00,0.15,5.65,1010.6,09-12-11 23:00,3.99,rain,12.83,0.71,09-12-11 13:00,-3.42,3.99,1,09-12-11 0:00,09-12-11 15:53,-0.13,2.03,7.68,09-12-11 7:54,09-12-11 13:00,09-12-11 10:00,"Partly cloudy starting in the afternoon, continuing until evening.",10-12-11 7:00,-1.42,09-12-11 13:00,10-12-11 7:00,0.46
6.87,05-12-11 13:00,254,partly-cloudy-day,0.84,05-12-11 8:00,0.2,5.57,1006.01,05-12-11 8:00,3.13,rain,13,0.77,05-12-11 15:00,-1.61,3.13,1,05-12-11 0:00,05-12-11 15:54,2.68,2.81,6.87,05-12-11 7:50,05-12-11 13:00,05-12-11 10:00,Partly cloudy until evening.,06-12-11 1:00,-1.69,05-12-11 15:00,06-12-11 5:00,0.34
12.93,24-11-11 12:00,204,partly-cloudy-night,8.56,24-11-11 2:00,0.41,4.04,1027.22,24-11-11 2:00,12.93,rain,10.64,0.89,24-11-11 12:00,7.3,12.93,1,24-11-11 0:00,24-11-11 16:02,9.71,8.56,12.93,24-11-11 7:34,24-11-11 12:00,24-11-11 10:00,Partly cloudy throughout the day.,24-11-11 19:00,7.01,24-11-11 12:00,24-11-11 19:00,0.97
14.44,17-11-11 13:00,190,fog,8.83,17-11-11 3:00,0.52,2.23,1018.32,17-11-11 21:00,14.44,rain,8.1,0.88,17-11-11 13:00,7.54,14.44,1,17-11-11 0:00,17-11-11 16:10,9.06,8.54,14.44,17-11-11 7:22,17-11-11 13:00,17-11-11 10:00,Foggy in the morning.,18-11-11 5:00,7.54,17-11-11 13:00,17-11-11 21:00,0.71
12.08,13-12-11 2:00,233,wind,3.62,13-12-11 21:00,0.42,7.44,990.27,13-12-11 21:00,4.51,rain,12.55,0.75,13-12-11 7:00,0.22,12.08,1,13-12-11 0:00,13-12-11 15:52,4.16,4.54,8.48,13-12-11 7:59,13-12-11 7:00,13-12-11 11:00,Breezy in the morning and partly cloudy throughout the day.,14-12-11 6:00,0.22,13-12-11 2:00,13-12-11 21:00,0.59
12.14,22-12-11 14:00,257,partly-cloudy-night,8.07,22-12-11 7:00,0.38,4.31,1024.71,22-12-11 7:00,12.14,rain,12.99,0.87,22-12-11 14:00,10.35,12.14,1,22-12-11 0:00,22-12-11 15:54,10.35,8.08,12.14,22-12-11 8:05,22-12-11 14:00,22-12-11 11:00,Partly cloudy throughout the day.,22-12-11 19:00,5.37,22-12-11 14:00,22-12-11 19:00,0.92
6.91,06-12-11 14:00,245,partly-cloudy-day,2.15,06-12-11 1:00,0.34,4.79,1007.32,06-12-11 5:00,3.77,rain,13.15,0.83,06-12-11 16:00,1.9,3.77,1,06-12-11 0:00,06-12-11 15:54,5.16,2.68,6.91,06-12-11 7:51,06-12-11 14:00,06-12-11 11:00,Partly cloudy until evening.,06-12-11 22:00,-1.61,06-12-11 16:00,06-12-11 22:00,0.37
9.02,07-12-11 12:00,263,wind,1.79,07-12-11 23:00,0.29,7.06,1008.76,07-12-11 22:00,4.98,rain,13.12,0.68,07-12-11 13:00,0.63,5.14,1,07-12-11 0:00,07-12-11 15:53,4.27,4.91,9.02,07-12-11 7:52,07-12-11 12:00,07-12-11 10:00,Partly cloudy throughout the day and breezy until afternoon.,08-12-11 2:00,0.94,07-12-11 4:00,08-12-11 0:00,0.4
10.69,21-11-11 13:00,103,fog,8.23,21-11-11 2:00,0.7,2.62,1015.07,21-11-11 1:00,10.69,rain,2.82,0.95,21-11-11 13:00,7.99,10.69,1,21-11-11 0:00,21-11-11 16:06,9.39,7.1,10.69,21-11-11 7:29,21-11-11 13:00,21-11-11 11:00,Foggy starting in the evening.,21-11-11 23:00,5.95,21-11-11 13:00,21-11-11 21:00,0.86
12.89,08-12-11 18:00,234,wind,5.96,08-12-11 2:00,0.53,7.01,1010.84,08-12-11 0:00,12.89,rain,12.59,0.81,08-12-11 18:00,-0.37,12.89,1,08-12-11 0:00,08-12-11 15:53,3.76,4.27,12.89,08-12-11 7:53,08-12-11 18:00,08-12-11 12:00,Breezy and mostly cloudy throughout the day.,09-12-11 8:00,0.63,08-12-11 18:00,09-12-11 5:00,0.43
11.85,06-11-11 14:00,1,partly-cloudy-day,7.48,06-11-11 5:00,0.77,4.77,1021.96,06-11-11 6:00,11.85,rain,11.76,0.81,06-11-11 14:00,10.17,11.85,1,06-11-11 0:00,06-11-11 16:27,10.17,9.46,11.85,06-11-11 7:03,06-11-11 14:00,06-11-11 10:00,Mostly cloudy throughout the day.,07-11-11 0:00,7.03,06-11-11 14:00,07-11-11 0:00,0.37
13.03,25-11-11 5:00,243,partly-cloudy-day,7.24,25-11-11 23:00,0.48,5.02,1024.47,25-11-11 23:00,12.27,rain,12.38,0.79,25-11-11 12:00,4.69,13.03,1,25-11-11 0:00,25-11-11 16:01,7.01,7.46,12.27,25-11-11 7:35,25-11-11 12:00,25-11-11 10:00,Partly cloudy throughout the day.,26-11-11 1:00,4.84,25-11-11 5:00,26-11-11 5:00,0.01
12.15,01-12-11 7:00,225,partly-cloudy-day,6.87,01-12-11 23:00,0.57,2.57,1007.12,01-12-11 23:00,12.15,rain,12.15,0.82,01-12-11 7:00,0.46,12.15,1,01-12-11 0:00,01-12-11 15:56,2.56,6.08,12.15,01-12-11 7:44,01-12-11 7:00,01-12-11 10:00,Partly cloudy throughout the day.,02-12-11 7:00,5.29,01-12-11 7:00,02-12-11 7:00,0.22
11.98,25-12-11 23:00,237,partly-cloudy-day,7.9,25-12-11 0:00,0.88,5.81,1028.45,25-12-11 0:00,11.54,rain,13.99,0.83,25-12-11 14:00,11.52,11.98,0,25-12-11 0:00,25-12-11 15:56,11.52,8.67,11.54,25-12-11 8:06,25-12-11 14:00,25-12-11 0:00,Mostly cloudy throughout the day.,25-12-11 19:00,5.93,25-12-11 23:00,25-12-11 19:00,0.03
10.27,30-12-11 23:00,260,partly-cloudy-day,4.12,30-12-11 7:00,0.56,3.71,1016.85,30-12-11 7:00,4.92,rain,11.06,0.84,30-12-11 15:00,4.06,10.27,1,30-12-11 0:00,30-12-11 16:00,6.77,5.33,6.99,30-12-11 8:07,30-12-11 13:00,30-12-11 11:00,Mostly cloudy throughout the day.,30-12-11 19:00,1.71,30-12-11 23:00,30-12-11 19:00,0.2
15.54,04-11-11 11:00,179,fog,12.03,04-11-11 23:00,0.5,2.62,995.54,04-11-11 23:00,15.54,rain,10.69,0.91,04-11-11 11:00,10.17,15.54,1,04-11-11 0:00,04-11-11 16:30,10.17,11.53,15.54,04-11-11 6:59,04-11-11 11:00,04-11-11 10:00,Foggy overnight.,05-11-11 2:00,11.53,04-11-11 11:00,05-11-11 2:00,0.31
13.71,10-11-11 15:00,98,fog,10.44,10-11-11 4:00,0.34,2.66,1017.41,10-11-11 4:00,13.71,rain,6.41,0.92,10-11-11 15:00,6.48,13.71,1,10-11-11 0:00,10-11-11 16:20,8.85,10.26,13.71,10-11-11 7:10,10-11-11 15:00,10-11-11 10:00,Foggy in the morning.,11-11-11 7:00,10.26,10-11-11 15:00,11-11-11 7:00,0.49
15,09-11-11 13:00,143,partly-cloudy-day,10.09,09-11-11 0:00,0.57,2.74,1015.59,09-11-11 0:00,15,rain,9.85,0.9,09-11-11 13:00,10.26,15,1,09-11-11 0:00,09-11-11 16:22,10.26,10.1,15,09-11-11 7:08,09-11-11 13:00,09-11-11 10:00,Partly cloudy throughout the day.,10-11-11 4:00,10.1,09-11-11 13:00,10-11-11 4:00,0.46
17.41,03-11-11 14:00,154,partly-cloudy-day,13.39,03-11-11 21:00,0.52,3.99,993.4,03-11-11 21:00,17.41,rain,12.15,0.89,03-11-11 14:00,12.52,17.41,1,03-11-11 0:00,03-11-11 16:32,12.52,12.79,17.41,03-11-11 6:58,03-11-11 14:00,03-11-11 10:00,Partly cloudy throughout the day.,04-11-11 7:00,12.79,03-11-11 14:00,04-11-11 7:00,0.27
12.78,07-11-11 13:00,26,fog,9.59,07-11-11 0:00,0.82,3.9,1020.81,07-11-11 0:00,12.78,rain,5.89,0.89,07-11-11 13:00,7.85,12.78,1,07-11-11 0:00,07-11-11 16:25,9.67,10.17,12.78,07-11-11 7:05,07-11-11 13:00,07-11-11 10:00,Foggy starting in the evening.,08-11-11 8:00,10.17,07-11-11 13:00,08-11-11 8:00,0.4
10.36,23-11-11 14:00,229,fog,6.29,23-11-11 7:00,0.36,2.04,1027.12,23-11-11 7:00,10.36,rain,8.06,0.93,23-11-11 14:00,6.56,10.36,1,23-11-11 0:00,23-11-11 16:03,8.24,3.81,10.36,23-11-11 7:32,23-11-11 14:00,23-11-11 10:00,Foggy in the morning.,23-11-11 22:00,2.18,23-11-11 14:00,23-11-11 22:00,0.94
14.64,18-11-11 11:00,168,partly-cloudy-day,9.06,18-11-11 23:00,0.37,3.15,1017.97,18-11-11 23:00,14.64,rain,12.55,0.87,18-11-11 11:00,5.98,14.64,1,18-11-11 0:00,18-11-11 16:09,7.78,8.64,14.64,18-11-11 7:24,18-11-11 11:00,18-11-11 10:00,Partly cloudy until evening.,19-11-11 7:00,7.01,18-11-11 11:00,19-11-11 8:00,0.75
12.14,21-12-11 15:00,266,partly-cloudy-day,8.6,21-12-11 0:00,0.67,2.9,1017.91,21-12-11 0:00,12.14,rain,9.41,0.94,21-12-11 15:00,5.37,12.14,0,21-12-11 0:00,21-12-11 15:54,8.08,5.93,12.14,21-12-11 8:04,21-12-11 15:00,21-12-11 0:00,Mostly cloudy throughout the day.,22-12-11 7:00,3.84,21-12-11 15:00,22-12-11 7:00,0.88
6.64,19-12-11 19:00,235,partly-cloudy-day,2.45,19-12-11 1:00,0.47,2.7,1014.39,19-12-11 2:00,4.02,rain,10.43,0.94,19-12-11 19:00,2.27,4.02,1,19-12-11 0:00,19-12-11 15:53,5.83,-0.84,6.64,19-12-11 8:03,19-12-11 19:00,19-12-11 11:00,Partly cloudy throughout the day.,20-12-11 4:00,-3.67,19-12-11 19:00,20-12-11 8:00,0.81
11.19,28-12-11 11:00,239,partly-cloudy-day,4.89,28-12-11 23:00,0.46,6.02,1021.31,28-12-11 21:00,11.19,rain,12.83,0.77,28-12-11 11:00,0.98,11.19,1,28-12-11 0:00,28-12-11 15:58,5.31,5.95,11.19,28-12-11 8:07,28-12-11 11:00,28-12-11 11:00,Partly cloudy until evening.,29-12-11 3:00,1.84,28-12-11 11:00,29-12-11 3:00,0.13
12.57,31-12-11 21:00,250,partly-cloudy-day,9.87,31-12-11 0:00,0.76,5.46,1010.02,31-12-11 0:00,12.17,rain,13.33,0.89,31-12-11 14:00,11.9,12.57,0,31-12-11 0:00,31-12-11 16:01,11.9,10.66,12.17,31-12-11 8:07,31-12-11 14:00,31-12-11 0:00,Mostly cloudy throughout the day.,01-01-12 8:00,10.66,31-12-11 21:00,01-01-12 8:00,0.23
5.49,18-12-11 14:00,289,partly-cloudy-day,-0.31,18-12-11 23:00,0.22,3.6,1016.37,18-12-11 6:00,1.98,rain,13.04,0.84,18-12-11 14:00,-3.67,1.98,1,18-12-11 0:00,18-12-11 15:53,-0.84,-0.56,5.49,18-12-11 8:03,18-12-11 14:00,18-12-11 12:00,Partly cloudy until evening.,19-12-11 1:00,-4.12,18-12-11 14:00,19-12-11 2:00,0.77
11.36,15-11-11 13:00,82,fog,6.67,15-11-11 23:00,0.63,3.42,1018.53,15-11-11 22:00,11.36,rain,5.39,0.87,15-11-11 13:00,2.93,11.36,1,15-11-11 0:00,15-11-11 16:13,5.19,5.88,11.36,15-11-11 7:19,15-11-11 13:00,15-11-11 10:00,Foggy in the morning.,16-11-11 7:00,3.55,15-11-11 13:00,16-11-11 4:00,0.65
11.44,23-12-11 4:00,247,partly-cloudy-day,7.08,23-12-11 23:00,0.74,4.85,1017.67,23-12-11 23:00,11.21,rain,12.36,0.85,23-12-11 11:00,-0.51,11.44,0,23-12-11 0:00,23-12-11 15:55,3.17,5.28,11.21,23-12-11 8:05,23-12-11 11:00,23-12-11 0:00,Mostly cloudy throughout the day.,24-12-11 7:00,0.99,23-12-11 4:00,24-12-11 7:00,0.96
12.96,26-11-11 14:00,237,wind,6.96,26-11-11 1:00,0.44,5.75,1025.8,26-11-11 5:00,12.96,rain,13.07,0.81,26-11-11 14:00,11.59,12.96,1,26-11-11 0:00,26-11-11 16:00,11.59,7.01,12.96,26-11-11 7:37,26-11-11 14:00,26-11-11 10:00,Mostly cloudy throughout the day and breezy overnight.,26-11-11 23:00,4.69,26-11-11 14:00,26-11-11 23:00,0.05
13.94,05-11-11 15:00,346,fog,10.96,05-11-11 2:00,0.65,2.7,1007.39,05-11-11 2:00,13.94,rain,4.6,0.92,05-11-11 15:00,7.03,13.94,1,05-11-11 0:00,05-11-11 16:29,9.46,10.17,13.94,05-11-11 7:01,05-11-11 15:00,05-11-11 10:00,Foggy in the morning.,06-11-11 5:00,10.17,05-11-11 15:00,06-11-11 6:00,0.34
15.26,12-11-11 13:00,122,fog,12.19,12-11-11 23:00,0.78,2.5,1024.77,12-11-11 23:00,15.26,rain,4.83,0.93,12-11-11 13:00,10.76,15.26,1,12-11-11 0:00,12-11-11 16:17,10.76,11.56,15.26,12-11-11 7:14,12-11-11 13:00,12-11-11 10:00,Foggy starting in the evening.,13-11-11 7:00,11.56,12-11-11 13:00,13-11-11 7:00,0.55
6.08,10-12-11 12:00,247,partly-cloudy-day,-0.34,10-12-11 7:00,0.17,3.08,1015.58,10-12-11 7:00,3.14,rain,12.83,0.81,10-12-11 12:00,0.11,3.14,1,10-12-11 0:00,10-12-11 15:53,2.48,-0.13,6.08,10-12-11 7:55,10-12-11 12:00,10-12-11 11:00,Partly cloudy until afternoon.,11-12-11 1:00,-3.42,10-12-11 12:00,11-12-11 2:00,0.49
13.47,29-11-11 14:00,213,wind,8.61,29-11-11 23:00,0.6,6.48,1009.7,29-11-11 23:00,13.47,rain,12.57,0.82,29-11-11 14:00,3.34,13.47,1,29-11-11 0:00,29-11-11 15:58,6.34,6.37,13.47,29-11-11 7:41,29-11-11 14:00,29-11-11 11:00,"Mostly cloudy until evening and breezy starting in the afternoon, continuing until evening.",30-11-11 0:00,3.39,29-11-11 14:00,30-11-11 1:00,0.15
15.32,13-11-11 12:00,90,fog,10.49,13-11-11 23:00,0.56,3.81,1027.73,13-11-11 23:00,15.32,rain,5.15,0.9,13-11-11 12:00,6.47,15.32,1,13-11-11 0:00,13-11-11 16:16,8.16,10.23,15.32,13-11-11 7:15,13-11-11 12:00,13-11-11 9:00,Foggy in the morning.,14-11-11 8:00,10.23,13-11-11 12:00,14-11-11 7:00,0.58
12.93,22-11-11 14:00,348,fog,9.97,22-11-11 23:00,0.78,0.35,1018.38,22-11-11 1:00,12.93,rain,3.35,0.94,22-11-11 14:00,2.18,12.93,1,22-11-11 0:00,22-11-11 16:04,3.81,9.19,12.93,22-11-11 7:31,22-11-11 14:00,22-11-11 11:00,Foggy until afternoon.,23-11-11 7:00,8.95,22-11-11 14:00,23-11-11 7:00,0.9
5.92,14-12-11 2:00,228,partly-cloudy-day,1.68,14-12-11 18:00,0.36,4.48,994.48,14-12-11 17:00,1.77,rain,13.2,0.79,14-12-11 9:00,1.07,2.88,1,14-12-11 0:00,14-12-11 15:52,4.08,4.14,5.81,14-12-11 7:59,14-12-11 12:00,14-12-11 11:00,Partly cloudy until evening.,15-12-11 0:00,0.78,14-12-11 3:00,15-12-11 0:00,0.63
11.42,03-12-11 10:00,247,partly-cloudy-day,6.58,03-12-11 22:00,0.54,5.42,1003.55,03-12-11 0:00,11.42,rain,12.7,0.79,03-12-11 10:00,4.9,11.42,1,03-12-11 0:00,03-12-11 15:55,7.53,8.12,11.42,03-12-11 7:47,03-12-11 10:00,03-12-11 11:00,Partly cloudy throughout the day.,04-12-11 6:00,4.71,03-12-11 10:00,04-12-11 5:00,0.28
5.35,17-12-11 14:00,285,partly-cloudy-day,0.96,17-12-11 8:00,0.37,3.99,1008.46,17-12-11 8:00,1.72,rain,11.64,0.86,17-12-11 15:00,-4.12,1.72,1,17-12-11 0:00,17-12-11 15:53,-0.01,0.24,5.35,17-12-11 8:02,17-12-11 14:00,17-12-11 11:00,Partly cloudy throughout the day.,18-12-11 7:00,-3.56,17-12-11 15:00,18-12-11 6:00,0.73
9.58,29-12-11 16:00,258,partly-cloudy-day,3.3,29-12-11 3:00,0.45,6.83,1020.47,29-12-11 3:00,6.46,rain,13.13,0.76,29-12-11 15:00,1.71,6.46,1,29-12-11 0:00,29-12-11 15:59,5.33,5.31,9.58,29-12-11 8:07,29-12-11 16:00,29-12-11 11:00,Partly cloudy throughout the day.,30-12-11 7:00,0.98,29-12-11 15:00,30-12-11 7:00,0.17
13.54,27-11-11 10:00,256,wind,5.76,27-11-11 23:00,0.42,5.48,1021.11,27-11-11 23:00,13.54,rain,13.08,0.72,27-11-11 10:00,1.31,13.54,1,27-11-11 0:00,27-11-11 16:00,1.31,4.47,13.54,27-11-11 7:38,27-11-11 10:00,27-11-11 10:00,Breezy in the morning and partly cloudy until afternoon.,28-11-11 5:00,2.94,27-11-11 10:00,28-11-11 5:00,0.08
11.87,30-11-11 12:00,205,wind,5.26,30-11-11 0:00,0.31,4.43,1019.43,30-11-11 1:00,11.87,rain,13.05,0.78,30-11-11 12:00,6.23,11.87,1,30-11-11 0:00,30-11-11 15:57,9.44,6.34,11.87,30-11-11 7:43,30-11-11 12:00,30-11-11 10:00,Partly cloudy throughout the day and breezy overnight.,01-12-11 0:00,3.34,30-11-11 12:00,01-12-11 0:00,0.19
10.18,14-11-11 0:00,93,fog,8.38,14-11-11 8:00,0.86,3.34,1023.29,14-11-11 10:00,7.97,rain,3.19,0.95,14-11-11 15:00,6.06,10.18,1,14-11-11 0:00,14-11-11 16:14,8.41,8.16,9.68,14-11-11 7:17,14-11-11 19:00,14-11-11 10:00,Foggy until evening.,15-11-11 2:00,6.34,14-11-11 0:00,15-11-11 2:00,0.61
8.26,20-12-11 12:00,279,partly-cloudy-day,3.64,20-12-11 9:00,0.48,4.25,1015.09,20-12-11 9:00,4.98,rain,12.89,0.81,20-12-11 12:00,3.53,4.98,1,20-12-11 0:00,20-12-11 15:53,5.93,5.66,8.26,20-12-11 8:04,20-12-11 12:00,20-12-11 11:00,Partly cloudy throughout the day.,21-12-11 0:00,1.68,20-12-11 12:00,20-12-11 23:00,0.85
15.19,02-11-11 23:00,134,partly-cloudy-night,10.23,02-11-11 3:00,0.39,4.39,1004.79,02-11-11 3:00,15.06,rain,11.83,0.87,02-11-11 13:00,13.99,15.19,1,02-11-11 0:00,02-11-11 16:34,13.99,8.88,15.06,02-11-11 6:56,02-11-11 13:00,02-11-11 9:00,Partly cloudy throughout the day.,02-11-11 19:00,7.33,02-11-11 23:00,02-11-11 19:00,0.24
12.54,25-11-12 2:00,225,wind,6.88,25-11-12 8:00,0.54,6.54,1001.79,25-11-12 8:00,10.92,rain,12.36,0.81,25-11-12 13:00,6.04,12.54,1,25-11-12 0:00,25-11-12 16:01,7.68,7.46,10.92,25-11-12 7:36,25-11-12 13:00,25-11-12 10:00,Breezy in the morning and partly cloudy throughout the day.,26-11-12 7:00,2.87,25-11-12 2:00,26-11-12 7:00,0.41
16.42,19-05-12 14:00,254,partly-cloudy-day,9.48,19-05-12 22:00,0.65,0.61,1009.32,19-05-12 22:00,16.42,rain,10.12,0.78,19-05-12 14:00,6.81,16.42,5,18-05-12 23:00,19-05-12 19:52,9.06,10.59,16.42,19-05-12 4:03,19-05-12 14:00,19-05-12 11:00,Mostly cloudy throughout the day.,20-05-12 3:00,10.59,19-05-12 14:00,20-05-12 1:00,0.95
16.44,14-07-12 18:00,281,partly-cloudy-day,12.58,14-07-12 22:00,0.63,1.68,1004.61,14-07-12 22:00,16.44,rain,11.91,0.88,14-07-12 18:00,12.44,16.44,5,13-07-12 23:00,14-07-12 20:13,12.44,13.13,16.44,14-07-12 4:01,14-07-12 18:00,14-07-12 12:00,Partly cloudy throughout the day.,15-07-12 4:00,13.13,14-07-12 18:00,15-07-12 4:00,0.85
12.31,23-09-12 9:00,87,fog,8.42,23-09-12 3:00,0.48,4.46,1009.6,23-09-12 3:00,12.31,rain,10.62,0.86,23-09-12 9:00,10.96,12.31,2,22-09-12 23:00,23-09-12 17:58,10.96,8.85,12.31,23-09-12 5:49,23-09-12 9:00,23-09-12 10:00,Foggy overnight.,23-09-12 18:00,7.69,23-09-12 9:00,23-09-12 18:00,0.27
